"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","Hall County","Martin Elementary School","Teachers","Total",49.5,14,28
"2017-18","Hall County","McEver Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","McEver Elementary School","Teachers","Total",41.5,16,39
"2017-18","Hall County","Mount Vernon Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Hall County","Mount Vernon Elementary School","Teachers","Low Poverty",43,9,21
"2017-18","Hall County","Mount Vernon Elementary School","Teachers","Total",43,9,21
"2017-18","Hall County","Myers Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hall County","Myers Elementary School","Teachers","Total",52,10.5,20
"2017-18","Hall County","North Hall High School","Leaders","Low Poverty",4,0,0
"2017-18","Hall County","North Hall High School","Teachers","Low Poverty",116.7,70.7,61
"2017-18","Hall County","North Hall High School","Teachers","Total",116.7,70.7,61
"2017-18","Hall County","North Hall Middle School","Leaders","Low Poverty",3,1,33
"2017-18","Hall County","North Hall Middle School","Teachers","Low Poverty",60.3,22.8,38
"2017-18","Hall County","North Hall Middle School","Teachers","Total",60.3,22.8,38
"2017-18","Hall County","Oakwood Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","Oakwood Elementary School","Teachers","Total",39.5,11.5,29
"2017-18","Hall County","Riverbend Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hall County","Riverbend Elementary School","Teachers","Total",29.3,7.5,26
"2017-18","Hall County","Sardis Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","Sardis Elementary School","Teachers","Total",55,19,35
"2017-18","Hall County","South Hall Middle School","Leaders","Not Applicable",3,0,0
"2017-18","Hall County","South Hall Middle School","Teachers","Total",97.5,46.5,48
"2017-18","Hall County","Spout Springs Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Hall County","Spout Springs Elementary School","Teachers","Low Poverty",48.5,11,23
"2017-18","Hall County","Spout Springs Elementary School","Teachers","Total",48.5,11,23
"2017-18","Hall County","Sugar Hill Elementary","Leaders","Not Applicable",2,1,50
"2017-18","Hall County","Sugar Hill Elementary","Teachers","Total",52,16.5,32
"2017-18","Hall County","Tadmore Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Hall County","Tadmore Elementary School","Teachers","High Poverty",51.5,23.5,46
"2017-18","Hall County","Tadmore Elementary School","Teachers","Total",51.5,23.5,46
"2017-18","Hall County","Wauka Mountain Elementary School","Leaders","Low Poverty",2,2,100
"2017-18","Hall County","Wauka Mountain Elementary School","Teachers","Low Poverty",39.5,9,23
"2017-18","Hall County","Wauka Mountain Elementary School","Teachers","Total",39.5,9,23
"2017-18","Hall County","West Hall High School","Leaders","Not Applicable",4.5,0.5,11
"2017-18","Hall County","West Hall High School","Teachers","Total",94.6,55.5,59
"2017-18","Hall County","West Hall Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Hall County","West Hall Middle School","Teachers","Total",68,26,38
"2017-18","Hall County","White Sulphur Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hall County","White Sulphur Elementary School","Teachers","High Poverty",45,27.5,61
"2017-18","Hall County","White Sulphur Elementary School","Teachers","Total",45,27.5,61
"2017-18","Hall County","World Language Academy","Leaders","Not Applicable",4,3,75
"2017-18","Hall County","World Language Academy","Teachers","Total",74.3,43.2,58
"2017-18","Hancock County","Hancock Central High School","Leaders","High Poverty",2,2,100
"2017-18","Hancock County","Hancock Central High School","Teachers","High Poverty",21.8,8,37
"2017-18","Hancock County","Hancock Central High School","Teachers","Total",21.8,8,37
"2017-18","Hancock County","Hancock Central Middle School","Leaders","High Poverty",1,0,0
"2017-18","Hancock County","Hancock Central Middle School","Teachers","High Poverty",14.5,11,76
"2017-18","Hancock County","Hancock Central Middle School","Teachers","Total",14.5,11,76
"2017-18","Hancock County","Hancock County- All Schools","Leaders","High Poverty",5,4,80
"2017-18","Hancock County","Hancock County- All Schools","Leaders","Total",5,4,80
"2017-18","Hancock County","Hancock County- All Schools","Teachers","High Poverty",66,34,52
"2017-18","Hancock County","Hancock County- All Schools","Teachers","Total",66,34,52
"2017-18","Hancock County","Lewis Elementary School","Leaders","High Poverty",2,2,100
"2017-18","Hancock County","Lewis Elementary School","Teachers","High Poverty",32,17,53
"2017-18","Hancock County","Lewis Elementary School","Teachers","Total",32,17,53
"2017-18","Haralson County","Buchanan Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Haralson County","Buchanan Elementary School","Teachers","Total",31.3,8.6,28
"2017-18","Haralson County","Buchanan Primary School","Leaders","Low Poverty",2,0,0
"2017-18","Haralson County","Buchanan Primary School","Teachers","Total",41,17.3,42
"2017-18","Haralson County","Haralson County High School","Leaders","Not Applicable",3.4,2,58
"2017-18","Haralson County","Haralson County High School","Teachers","Total",70.9,30,42
"2017-18","Haralson County","Haralson County Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Haralson County","Haralson County Middle School","Teachers","Total",56.9,14,25
"2017-18","Haralson County","Haralson County- All Schools","Leaders","Low Poverty",4,0,0
"2017-18","Haralson County","Haralson County- All Schools","Leaders","Total",14.4,4,28
"2017-18","Haralson County","Haralson County- All Schools","Teachers","Total",272,86,32
"2017-18","Haralson County","Tallapoosa Primary School","Leaders","Low Poverty",2,0,0
"2017-18","Haralson County","Tallapoosa Primary School","Teachers","Total",44.4,10.2,23
"2017-18","Haralson County","West Haralson Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Haralson County","West Haralson Elementary School","Teachers","Total",29.4,9.8,33
"2017-18","Harris County","Creekside School","Leaders","Low Poverty",3,0,0
"2017-18","Harris County","Creekside School","Teachers","Low Poverty",55.2,22,40
"2017-18","Harris County","Creekside School","Teachers","Total",55.2,22,40
"2017-18","Harris County","Harris County Carver Middle School","Leaders","Low Poverty",3,1,33
"2017-18","Harris County","Harris County Carver Middle School","Teachers","Low Poverty",57.3,17,30
"2017-18","Harris County","Harris County Carver Middle School","Teachers","Total",57.3,17,30
"2017-18","Harris County","Harris County High School","Leaders","Low Poverty",3.6,1,28
"2017-18","Harris County","Harris County High School","Teachers","Low Poverty",148.2,82.1,55
"2017-18","Harris County","Harris County High School","Teachers","Total",148.2,82.1,55
"2017-18","Harris County","Harris County- All Schools","Leaders","Low Poverty",15.6,2,13
"2017-18","Harris County","Harris County- All Schools","Leaders","Total",18.1,2,11
"2017-18","Harris County","Harris County- All Schools","Teachers","Low Poverty",354.8,129.6,37
"2017-18","Harris County","Harris County- All Schools","Teachers","Total",393.8,138.6,35
"2017-18","Harris County","Mulberry Creek Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Harris County","Mulberry Creek Elementary School","Teachers","Low Poverty",33.5,7,21
"2017-18","Harris County","Mulberry Creek Elementary School","Teachers","Total",33.5,7,21
"2017-18","Harris County","New Mountain Hill Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Harris County","New Mountain Hill Elementary School","Teachers","Low Poverty",34,8.5,25
"2017-18","Harris County","New Mountain Hill Elementary School","Teachers","Total",34,8.5,25
"2017-18","Harris County","Park Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Harris County","Park Elementary School","Teachers","Total",39.7,9,23
"2017-18","Harris County","Pine Ridge Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Harris County","Pine Ridge Elementary School","Teachers","Low Poverty",36.7,11,30
"2017-18","Harris County","Pine Ridge Elementary School","Teachers","Total",36.7,11,30
"2017-18","Hart County","Hart County High School","Leaders","Not Applicable",3.5,1,29
"2017-18","Hart County","Hart County High School","Teachers","Total",74.8,30.4,41
"2017-18","Hart County","Hart County Middle School","Leaders","Not Applicable",3,3,100
"2017-18","Hart County","Hart County Middle School","Teachers","Total",59.2,19.5,33
"2017-18","Hart County","Hart County- All Schools","Leaders","Total",12.5,6,48
"2017-18","Hart County","Hart County- All Schools","Teachers","Total",257.3,92.4,36
"2017-18","Hart County","Hartwell Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hart County","Hartwell Elementary School","Teachers","Total",37.2,14.2,38
"2017-18","Hart County","North Hart Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hart County","North Hart Elementary School","Teachers","Total",47.8,17,36
"2017-18","Hart County","South Hart Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hart County","South Hart Elementary School","Teachers","Total",42.3,16.3,39
"2017-18","Heard County","Centralhatchee Elementary School","Leaders","Not Applicable",1,1,100
"2017-18","Heard County","Centralhatchee Elementary School","Teachers","Total",16.1,5,31
"2017-18","Heard County","Ephesus Elementary School","Leaders","Not Applicable",1,1,100
"2017-18","Heard County","Ephesus Elementary School","Teachers","Total",14.1,6,43
"2017-18","Heard County","Heard County High School","Leaders","Not Applicable",2.5,2,80
"2017-18","Heard County","Heard County High School","Teachers","Total",42,21,50
"2017-18","Heard County","Heard County Middle School","Leaders","Not Applicable",2,1,50
"2017-18","Heard County","Heard County Middle School","Teachers","Total",33,15,45
"2017-18","Heard County","Heard County- All Schools","Leaders","Total",9.5,7,74
"2017-18","Heard County","Heard County- All Schools","Teachers","Total",150,54,36
"2017-18","Heard County","Heard Elementary School","Leaders","Not Applicable",3,2,67
"2017-18","Heard County","Heard Elementary School","Teachers","Total",48.8,11,23
"2017-18","Henry County","Austin Road Elementary School","Leaders","Not Applicable",2,0.5,25
"2017-18","Henry County","Austin Road Elementary School","Teachers","Total",30,19,63
"2017-18","Henry County","Austin Road Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Henry County","Austin Road Middle School","Teachers","Total",56,41,73
"2017-18","Henry County","Bethlehem Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Henry County","Bethlehem Elementary School","Teachers","Low Poverty",40,22,55
"2017-18","Henry County","Bethlehem Elementary School","Teachers","Total",40,22,55
"2017-18","Henry County","Cotton Indian Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Henry County","Cotton Indian Elementary School","Teachers","Total",47.5,30,63
"2017-18","Henry County","Dutchtown Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Henry County","Dutchtown Elementary School","Teachers","Total",50,18,36
"2017-18","Henry County","Dutchtown High","Leaders","Low Poverty",5,4,80
"2017-18","Henry County","Dutchtown High","Teachers","Total",234.8,189.3,81
"2017-18","Henry County","Dutchtown Middle School","Leaders","Not Applicable",4,2,50
"2017-18","Henry County","Dutchtown Middle School","Teachers","Total",93.1,58,62
"2017-18","Henry County","EXCEL Academy","Leaders","Not Applicable",2,1,50
"2017-18","Henry County","EXCEL Academy","Teachers","Total",91.2,73,80
"2017-18","Henry County","Eagle's Landing High School","Leaders","Not Applicable",5,2,40
"2017-18","Henry County","Eagle's Landing High School","Teachers","Total",239.6,188,78
"2017-18","Henry County","Eagle's Landing Middle School","Leaders","Not Applicable",3,2,67
"2017-18","Henry County","Eagle's Landing Middle School","Teachers","Total",87.4,51,58
"2017-18","Henry County","East Lake Elementary","Leaders","Low Poverty",2,0,0
"2017-18","Henry County","East Lake Elementary","Teachers","Low Poverty",48.5,12.5,26
"2017-18","Henry County","East Lake Elementary","Teachers","Total",48.5,12.5,26
"2017-18","Henry County","Fairview Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Henry County","Fairview Elementary School","Teachers","Total",43,27,63
"2017-18","Henry County","Flippen Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Henry County","Flippen Elementary School","Teachers","Total",47,18,38
"2017-18","Henry County","Hampton Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Henry County","Hampton Elementary School","Teachers","Total",29,11,38
"2017-18","Henry County","Hampton High School","Leaders","Not Applicable",4,3,75
"2017-18","Henry County","Hampton High School","Teachers","Total",234.2,201,86
"2017-18","Henry County","Hampton Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Henry County","Hampton Middle School","Teachers","Total",81.2,60.2,74
"2017-18","Henry County","Henry County High School","Leaders","Not Applicable",8,3,38
"2017-18","Henry County","Henry County High School","Teachers","Total",167.6,87.2,52
"2017-18","Henry County","Henry County Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Henry County","Henry County Middle School","Teachers","Total",70,54,77
"2017-18","Henry County","Henry County- All Schools","Leaders","Low Poverty",42.9,15.9,37
"2017-18","Henry County","Henry County- All Schools","Leaders","Total",146.4,56.4,39
"2017-18","Henry County","Henry County- All Schools","Teachers","Low Poverty",942.3,321.2,34
"2017-18","Henry County","Henry County- All Schools","Teachers","Total",2872,1237,43
"2017-18","Henry County","Hickory Flat Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Henry County","Hickory Flat Elementary School","Teachers","Total",43,14,33
"2017-18","Henry County","Locust Grove Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Henry County","Locust Grove Elementary School","Teachers","Total",37.5,22.5,60
"2017-18","Henry County","Locust Grove High","Leaders","Low Poverty",4,1.5,38
"2017-18","Henry County","Locust Grove High","Teachers","Low Poverty",236.8,185.1,78
"2017-18","Henry County","Locust Grove High","Teachers","Total",236.8,185.1,78
"2017-18","Henry County","Locust Grove Middle","Leaders","Not Applicable",3,2,67
"2017-18","Henry County","Locust Grove Middle","Teachers","Total",73.9,36,49
"2017-18","Henry County","Luella Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Henry County","Luella Elementary School","Teachers","Total",55,33,60
"2017-18","Henry County","Luella High School","Leaders","Not Applicable",4,1,25
"2017-18","Henry County","Luella High School","Teachers","Total",226.2,187.6,83
"2017-18","Henry County","Luella Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Henry County","Luella Middle School","Teachers","Total",77.5,53,68
"2017-18","Henry County","Mount Carmel Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Henry County","Mount Carmel Elementary School","Teachers","Total",45,18,40
"2017-18","Henry County","New Hope Elementary","Leaders","Low Poverty",2,0.5,25
"2017-18","Henry County","New Hope Elementary","Teachers","Low Poverty",46,18,39
