sys_sch,SystemId,systemname,schoolname,SchoolId,gradecluster,Phone_Number,Street,City,State,Zip_Code,DistrictWebsite,total_enroll,Grades,Grade,SingleScore,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Four_Year_Graduation_Rate,CollegeEnrollment,Mobility,PPE,rtc20
685205,685,Lamar County,Lamar County Primary School,205,E,770-358-8661,154 Burnette Rd,Barnesville,GA,30204,http://www.lamar.k12.ga.us/,613,K-2,,,1,0,32,4,6,57,81,9.8000002,2,,,13.9,,
686101,686,Lanier County,Lanier County Middle School,101,M,(229) 482-8247,52 W. Patten Ave,Lakeland,GA,31635,http://www.lanier.k12.ga.us/,439,6-8,,,2,1,30,6,5,57,86,15.5,2,,,16.3,,
686111,686,Lanier County,Lanier County Elementary School,111,E,(229) 482-3870,92 Valdosta Rd,Lakeland,GA,31635,http://www.lanier.k12.ga.us/,449,3-5,,,1,0,24,7,5,64,86,14.3,2,,,17,,
686201,686,Lanier County,Lanier County High School,201,H,(229) 482-3868,52 W. Patten Ave,Lakeland,GA,31635,http://www.lanier.k12.ga.us/,462,9-12,,,0,0,27,9,3,60,86,10.5,2,92.10000000000001,,9.800000000000001,,
6863050,686,Lanier County,Lanier County Primary School,3050,E,(229) 482-3580,28 Valdosta Rd,Lakeland,GA,31635,http://www.lanier.k12.ga.us/,408,K-2,,,1,1,24,7,4,64,86,14.1,1,,,18.7,,
687101,687,Laurens County,Southwest Laurens Elementary,101,E,(478) 984  4276,1799 Highway 117,Rentz,GA,31075,http://www.lcboe.net/,978,K-5,,,0,0,21,5,2,71,85,10.6,5,,,8.800000000000001,,
687104,687,Laurens County,East Laurens Primary School,104,E,(478) 272 - 4440,950 Highway 80 East,East Dublin,GA,31027,http://www.lcboe.net/,550,K-2,,,0,0,39,7,4,51,85,6.6999998,4,,,12.2,,
687105,687,Laurens County,East Laurens Elementary School,105,E,(478) 272 - 8612,960 Highway 80 East,East Dublin,GA,31027,http://www.lcboe.net/,547,3-5,,,0,0,39,6,3,51,85,12.8,4,,,9.800000000000001,,
687110,687,Laurens County,West Laurens High School,110,H,(478) 875-1000,3692 Highway 257,Dexter,GA,31019,http://www.lcboe.net/,1326,9-12,,,2,0,25,4,2,67,85,10.3,1,91.30000000000001,,8,,
687197,687,Laurens County,East Laurens High School,197,H,(478) 272-3144,920 U.S. 80 East,East Dublin,GA,31027,http://www.lcboe.net/,664,9-12,,,0,0,41,5,2,52,85,12.2,1,87.80000000000001,,5.800000000000001,,
687201,687,Laurens County,Northwest Laurens Elementary,201,E,478-676-3745,3330 Highway 80 West,Dudley,GA,31022,http://www.lcboe.net/,890,K-5,,,3,0,22,2,3,70,85,7.1999998,3,,,6.600000000000001,,
6872054,687,Laurens County,West Laurens Middle School,2054,M,(478) 272  8452,332 West Laurens School Road,Dublin,GA,31021,http://www.lcboe.net/,1076,6-8,,,1,0,26,3,2,68,85,12.3,2,,,8,,
687297,687,Laurens County,East Laurens Middle School,297,M,(478) 272 1201,930 Highway 80 East,East Dublin,GA,31027,http://www.lcboe.net/,548,6-8,,,0,1,40,5,4,50,85,10.7,1,,,12.7,,
688101,688,Lee County,Lee County Middle School West,101,M,229-903-2140,"190 Smithville Road,",Leesburg,GA,31763,http://www.lee.k12.ga.us/,897,6-9,,,3,0,25,5,5,63,46,9.5,2,,,10.1,,
688103,688,Lee County,Lee County Elementary School,103,E,229-903-2220,314 Lovers Lane Road,Leesburg,GA,31763,http://www.lee.k12.ga.us/,712,3-5,,,3,0,21,4,3,68,54,11.9,7,,,8.6,,
688114,688,Lee County,Lee County Middle School East,114,M,229-903-3500,185 Firetower Road,Leesburg,GA,31763,http://www.lee.k12.ga.us/,775,6-8,,,2,0,22,4,4,68,50,10.4,4,,,9,,
688187,688,Lee County,Lee County Primary School,187,E,229-903-2180,282 Magnolia Ave,Leesburg,GA,31763,http://www.lee.k12.ga.us/,734,K-2,,,4,0,19,5,4,68,53,9.8000002,7,,,9.200000000000001,,
688193,688,Lee County,Lee County High School,193,H,229-903-2260,1 Trojan Way,Leesburg,GA,31763,http://www.lee.k12.ga.us/,1446,9-12,,,4,0,26,3,3,64,36,7,2,93.40000000000001,,5.300000000000001,,
688197,688,Lee County,Kinchafoonee Primary School,197,E,229-903-2200,295 Leslie Highway,Leesburg,GA,31763,http://www.lee.k12.ga.us/,746,K-2,,,1,0,26,3,5,66,52,10.1,0,,,7.7,,
688209,688,Lee County,Lee High School 9th Grade Campus,209,H,229-903-3590,370 Leslie Highway,Leesburg,GA,31763,http://www.lee.k12.ga.us/,558,8-11,,,4,0,20,3,3,69,38,9.8000002,2,,,4.100000000000001,,
688393,688,Lee County,Twin Oaks Elementary,393,E,229-903-2240,240 Smithville Rd. N,Leesburg,GA,31763,http://www.lee.k12.ga.us/,754,3-5,,,3,0,25,4,4,65,48,11.4,2,,,6.5,,
689100,689,Liberty County,Waldo Pafford Elementary School,100,E,(912)877-4188,2550 West 15th Street,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,767,K-5,,,3,0,52,19,9,17,65,10.6,1,,,29.3,,
689101,689,Liberty County,Midway Middle School,101,M,(912)884-6677,425 Edgewater Drive,Midway,GA,31320,http://www.liberty.k12.ga.us/,858,6-8,,,1,0,41,12,7,38,64,13.5,1,,,20.4,,
689102,689,Liberty County,Liberty Elementary School ,102,E,(912) 884-3326,600 Edgewater Dr,Midway,GA,31320,http://www.liberty.k12.ga.us/,794,K-5,,,0,0,40,7,8,44,69,13.6,0,,,15.7,,
689105,689,Liberty County,Bradwell Institute,105,H,(912) 876-6121,100 Pafford St,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,1763,9-12,,,2,0,57,15,9,17,67,12.9,2,93.5,,17.3,,
689180,689,Liberty County,Button Gwinnett Elementary School,180,E,(912) 876-0146,635 Taylor Rd,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,689,K-5,,,0,0,62,11,11,15,79,13.7,1,,,28.9,,
689183,689,Liberty County,Lyman Hall Elementary School,183,E,(912) 368-3348,1396 Shaw Rd,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,692,K-5,,,2,0,60,12,11,14,82,14.7,0,,,29,,
689189,689,Liberty County,Joseph Martin Elementary School,189,E,(912) 368-3114,1000 Joseph Martin Rd,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,752,K-5,,,4,0,48,15,10,22,62,13.7,8,,,23,,
689192,689,Liberty County,Liberty County High School,192,H,(912) 876-4316,3216 E Oglethorpe Hwy,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,1163,9-12,,,2,1,50,10,8,30,58,13.1,1,94,,13.7,,
689194,689,Liberty County,Taylors Creek Elementary School,194,E,(912) 369-0378,378 Airport Rd,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,820,K-5,,,1,0,45,16,11,26,63,11.4,4,,,22,,
689195,689,Liberty County,Snelson-Golden Middle School,195,M,(912) 877-3112,465 Coates Rd,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,850,6-8,,,2,1,61,12,9,15,80,13.6,0,,,25,,
689196,689,Liberty County,Frank Long Elementary School,196,E,(912) 368-3595,920 Long Frasier Dr,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,770,K-5,,,0,0,60,14,11,15,81,10.1,1,,,28.1,,
689197,689,Liberty County,Lewis Frasier Middle School,197,M,(912) 877-5367,910 Long Frasier Dr,Hinesville,GA,31313,http://www.liberty.k12.ga.us/,910,6-8,,,2,0,53,16,9,20,75,15,5,,,20.3,,
690101,690,Lincoln County,Lincoln County Middle School,101,M,(706) 359-3069,200B Charles Ward Elam St,Lincolnton,GA,30817,http://www.lincolncountyschools.org/,276,5-8,,,0,0,41,2,4,54,68,13.6,0,,,7.2,,
690110,690,Lincoln County,Lincoln County High School,110,H,(706) 359-3121,200 Charles Ward Elam St,Lincolnton,GA,30817,http://www.lincolncountyschools.org/,327,9-12,,,0,0,37,2,3,57,61,15.2,0,94.40000000000001,,5.4,,
690176,690,Lincoln County,Lincoln County Elementary School,176,E,(706) 359-3449,175 Rowland-York Dr,Lincolnton,GA,30817,http://www.lincolncountyschools.org/,490,K-4,,,0,0,38,1,2,60,71,9.6999998,0,,,8,,
691100,691,Long County,Smiley Elementary School,100,E,(912) 545-2147,1530 GA-57,Ludowici,GA,31316,http://www.longcountyps.com/,950,K-2,,,0,0,23,14,11,52,76,11.7,6,,,22.4,,
691205,691,Long County,Long County High School,205,H,(912) 545-2135,1844 GA-57,Ludowici,GA,31316,http://www.longcountyps.com/,1126,9-12,,,1,0,30,16,8,43,71,13,5,88.40000000000001,,16.4,,
691288,691,Long County,Long County Middle School,288,M,(912) 545-2069,2001 US-84 E,Ludowici,GA,31316,http://www.longcountyps.com/,1043,6-8,,,1,0,29,17,8,44,75,13.5,7,,,13,,
691289,691,Long County,McClelland Elementary School,289,E,(912) 545-7910,2015 US-84,Ludowici,GA,31316,http://www.longcountyps.com/,982,3-5,,,1,0,23,17,11,48,77,14.1,8,,,18,,
692100,692,Lowndes County,Dewar Elementary ,100,E,(229) 219-1370,3539 Mt Zion Church Rd,Valdosta,GA,31605,http://www.lowndes.k12.ga.us/,870,K-5,,,2,0,37,11,7,43,50,14.7,3,,,19.6,,
6921050,692,Lowndes County,Clyattville Elementary School,1050,E,(229) 316-8602,5386 Madison Hwy,Valdosta,GA,31601,http://www.lowndes.k12.ga.us/,684,K-5,,,1,0,18,23,6,52,81,17.4,14,,,21.4,,
6921052,692,Lowndes County,Lowndes Middle School,1052,M,(229) 245-2280,2379 Copeland Rd,Valdosta,GA,31601,http://www.lowndes.k12.ga.us/,909,6-8,,,1,0,22,15,4,58,68,17,8,,,11.2,,
692111,692,Lowndes County,Westside Elementary School,111,E,(229) 245-2289,2470 James Rd,Valdosta,GA,31601,http://www.lowndes.k12.ga.us/,976,K-5,,,3,0,21,7,5,64,40,13.1,4,,,16.4,,
692112,692,Lowndes County,Pine Grove Middle School,112,M,(229) 219-3234,4159 River Rd,Valdosta,GA,31605,http://www.lowndes.k12.ga.us/,901,6-8,,,2,0,34,10,7,47,48,13.4,4,,,14.3,,
692194,692,Lowndes County,Moulton-Branch Elementary School,194,E,(229) 245-2294,5725 Inner Perimeter Rd,Valdosta,GA,31601,http://www.lowndes.k12.ga.us/,611,K-5,,,0,0,21,17,4,59,81,18.1,7,,,13.3,,
692195,692,Lowndes County,Hahira Elementary School,195,E,(229) 316-8600,"350 Claudia Dr,",Hahira,GA,31632,http://www.lowndes.k12.ga.us/,791,K-5,,,1,0,12,7,5,74,43,15.2,3,,,10.5,,
692211,692,Lowndes County,Pine Grove Elementary School,211,E,(229) 245-2297,4175 River Rd,Valdosta,GA,31605,http://www.lowndes.k12.ga.us/,778,K-5,,,0,0,27,13,8,51,55,14.2,2,,,19,,
6923050,692,Lowndes County,Hahira Middle School,3050,M,(229) 316-8601,101 S Nelson St,Hahira,GA,31632,http://www.lowndes.k12.ga.us/,997,6-8,,,2,0,17,6,5,71,35,10.6,2,,,10.1,,
6924050,692,Lowndes County,Lake Park Elementary School,4050,E,(229) 316-8603,604 W Marion Ave,Lake Park,GA,31636,http://www.lowndes.k12.ga.us/,716,K-5,,,1,0,20,8,5,67,62,12.7,5,,,15.5,,
6925050,692,Lowndes County,Lowndes High School,5050,H,(229) 245-2260,1606 Norman Dr,Valdosta,GA,31601,http://www.lowndes.k12.ga.us/,3051,9-12,,,2,0,24,9,4,61,41,12.2,2,94.10000000000001,,8.5,,
693101,693,Lumpkin County,Lumpkin County High School,101,H,706-864-6186,2001 Indian Drive,Dahlonega,GA,30533,https://www.lumpkinschools.com/,1167,9-12,,,0,0,1,8,3,87,39,13.8,1,96.7,,10.1,,
693103,693,Lumpkin County,Blackburn Elementary School,103,E,706-864-8180,45 Blackburn Rd,Dawsonville,GA,30534,https://www.lumpkinschools.com/,801,K-5,,,0,1,1,8,3,87,44,17.9,3,,,12.1,,
6931050,693,Lumpkin County,Lumpkin County Middle School,1050,M,706-864-6189,44 School Drive,Dahlonega,GA,30533,https://www.lumpkinschools.com/,1030,6-8,,,0,0,1,9,3,87,46,17,4,,,10.1,,
693191,693,Lumpkin County,Long Branch Elementary School,191,E,706-864-5361,4518 Hwy. 52 E,Dahlonega,GA,30533,https://www.lumpkinschools.com/,493,K-5,,,1,0,1,4,4,89,61,16.9,3,,,11.6,,
6932050,693,Lumpkin County,Lumpkin County Elementary School,2050,E,706-864-3254,153 School Dr.,Dahlonega,GA,30533,https://www.lumpkinschools.com/,580,K-5,,,1,0,1,8,3,87,52,13.9,4,,,10.6,,
694198,694,Macon County,Macon County Elementary School,198,E,(478)472-7221,400 State Route 128 Bypass Road,Oglethorpe,GA,31068,http://www.macon.k12.ga.us/,524,K-5,,,1,0,77,14,2,6,100,10.7,10,,,11.6,,
694199,694,Macon County,Macon County Middle School,199,M,(478)472-7045,615 Vienna Rd,Montezuma,GA,31063,http://www.macon.k12.ga.us/,311,6-8,,,1,0,79,11,2,7,100,7.5,7,,,11.3,,
6942060,694,Macon County,Macon County High School,2060,H,(478)472-8579,611 Vienna Rd,Montezuma,GA,31063,http://www.macon.k12.ga.us/,367,9-12,,,1,0,80,12,1,6,100,9.1000004,4,77.40000000000001,,12.6,,
695101,695,Madison County,Hull-Sanford Elementary School,101,E,(706)353-7888,9193 Fortson Store Rd,Hull,GA,30646,http://www.madison.k12.ga.us/,557,K-5,,,0,0,20,17,9,53,64,19,11,,,13.5,,
6951050,695,Madison County,Colbert Elementary School,1050,E,(706)788-2341,255 Colbert School Rd,Colbert,GA,30628,http://www.madison.k12.ga.us/,494,K-5,,,1,0,18,17,7,58,62,16.9,13,,,12.3,,
6951052,695,Madison County,Madison County Middle School,1052,M,(706)783-2400,3215 Highway 172,Comer,GA,30629,http://www.madison.k12.ga.us/,1262,6-8,,,3,0,11,12,6,69,58,16.5,9,,,11.8,,
695195,695,Madison County,Danielsville Elementary School,195,E,(706)795-2181,900 Madison St,Danielsville,GA,30633,http://www.madison.k12.ga.us/,486,K-5,,,1,0,1,6,6,86,67,18.200001,5,,,16.4,,
6952050,695,Madison County,Comer Elementary School,2050,E,(706)783-2797,565 Gholston St,Comer,GA,30629,http://www.madison.k12.ga.us/,420,K-5,,,9,0,9,4,4,74,58,19.200001,9,,,12.2,,
6954050,695,Madison County,Ila Elementary School,4050,E,(706)789-3445,150 Sewell Mill Rd,Ila,GA,30647,http://www.madison.k12.ga.us/,458,K-5,,,1,0,3,6,4,87,58,21.299999,2,,,9.700000000000001,,
6955050,695,Madison County,Madison County High School,5050,H,(706)795-2197,600 Madison St,Danielsville,GA,30633,http://www.madison.k12.ga.us/,1465,9-12,,,2,0,9,12,4,72,49,17.200001,3,95.10000000000001,,8.6,,
696197,696,Marion County,L. K. Moss Elementary School,197,E,(229)649-5567,1707 Pineville Rd,Buena Vista,GA,31803,http://www.marion.k12.ga.us/,653,K-5,,,1,0,31,14,3,51,92,12.2,8,,,11.4,,
696275,696,Marion County,Marion County Middle/High School,275,H,(229)649-7520,1 Eagle Dr,Buena Vista,GA,31803,http://www.marion.k12.ga.us/,722,6-12,,,1,0,32,12,1,53,92,12.3,2,91.5,,7.5,,
697112,697,McDuffie County,Thomson-McDuffie Middle School,112,M,(706)986-4300,1191 White Oak Rd,Thomson,GA,30824,http://www.mcduffie.k12.ga.us/,893,6-8,,,0,0,60,5,4,31,93,17.200001,2,,,8.9,,
697113,697,McDuffie County,Norris Elementary School,113,E,(706)986-4600,1861 Harrison Rd,Thomson,GA,30824,http://www.mcduffie.k12.ga.us/,461,4-5,,,0,0,70,3,3,24,93,19.4,2,,,9.200000000000001,,
697179,697,McDuffie County,Maxwell Elementary School,179,E,(706)986-4800,520 Mount Pleasant Rd,Thomson,GA,30824,http://www.mcduffie.k12.ga.us/,408,K-1,,,0,0,71,4,5,20,93,14.8,1,,,12.2,,
697191,697,McDuffie County,Dearing Elementary School,191,E,(706)986-4900,500 North Main Street,Dearing,GA,30808,http://www.mcduffie.k12.ga.us/,476,K-5,,,0,0,24,12,6,58,93,10.1,5,,,11.7,,
697192,697,McDuffie County,Thomson High School,192,H,(706)986-4200,1160 Whiteoak Road,Thomson,GA,30824,http://www.mcduffie.k12.ga.us/,1035,9-12,,,0,0,53,5,5,37,65,14,1,81.90000000000001,,6.5,,
6974050,697,McDuffie County,Thomson Elementary School,4050,E,(706)986-4700,409 Guill St,Thomson,GA,30824,http://www.mcduffie.k12.ga.us/,401,2-3,,,1,0,72,3,4,20,93,20.299999,2,,,8.5,,
698101,698,McIntosh County,McIntosh County Middle School,101,M,(912)437-6685,500 Green St,Darien,GA,31305,http://www.mcintosh.k12.ga.us/,358,6-8,,,0,0,42,3,5,49,85,17.9,0,,,13,,
698104,698,McIntosh County,McIntosh Academy,104,H,(912)437-6691,8945 US Highway 17,Darien,GA,31305,http://www.mcintosh.k12.ga.us/,411,9-12,,,1,0,40,2,4,53,85,16.1,0,97.7,,15.3,,
698205,698,McIntosh County,Todd Grant Elementary School,205,E,(912)437-6675,1102 CA DeVillars Street,Darien,GA,31305,http://www.mcintosh.k12.ga.us/,609,K-5,,,1,0,43,3,7,47,85,15.1,1,,,15.7,,
699100,699,Meriwether County,Unity Elementary School (PK-5),100,E,(770)927-6488,172 N Main St,Luthersville,GA,30251,http://www.mcssga.org/,295,K-6,,,1,0,45,5,7,42,92,19.1,4,,,20.6,,
699102,699,Meriwether County,George E. Washington Elementary School (PK-5),102,E,(706)553-3951,18425 Main St,Woodbury,GA,30293,http://www.mcssga.org/,251,K-6,,,0,0,72,4,5,19,92,14.1,2,,,17.2,,
699200,699,Meriwether County,Mountain View Elementary School,200,E,(706)655-3969,2600 Judson Bulloch Rd,Manchester,GA,31816,http://www.mcssga.org/,631,K-5,,,1,0,51,3,7,38,92,16.200001,1,,,14.7,,
699300,699,Meriwether County,Greenville High School,300,H,(706)672-4930,17656 Roosevelt Hwy,Greenville,GA,30222,http://www.mcssga.org/,310,7-12,,,1,0,74,3,2,20,92,15.4,1,82.5,,15.3,,
699401,699,Meriwether County,Greenville Middle School,401,M,(706)672-4930,17656 Roosevelt Highway,Greenville ,GA,30222,http://www.mcssga.org/,267,6-8,,,0,0,63,7,5,25,92,18.6,1,,,23.2,,
6994050,699,Meriwether County,Manchester High School,4050,H,(706)846-8445,405 5th Ave North,Manchester,GA,31816,http://www.mcssga.org/,409,9-12,,,2,0,57,2,3,37,92,24.9,0,76.80000000000001,,8.800000000000001,,
6995050,699,Meriwether County,Manchester Middle School,5050,M,(706)846-2846,231 W Perry St,Manchester,GA,31816,http://www.mcssga.org/,379,6-8,,,1,0,55,3,5,36,92,25.9,1,,,12.4,,
700110,700,Miller County,Miller County Elementary School,110,E,(229)758-4140,996 Phillipsburg Rd,Colquitt,GA,39837,http://www.miller.k12.ga.us/,353,K-5,,,1,0,41,2,2,54,100,14.7,2,,,13.2,,
700210,700,Miller County,Miller County High School,210,H,(229)758-4140,996 Phillipsburg Rd,Colquitt,GA,39837,http://www.miller.k12.ga.us/,282,9-12,,,1,0,38,4,1,56,100,15,0,81.40000000000001,,10.2,,
700310,700,Miller County,Miller County Middle School,310,M,(229)758-4140,996 Phillipsburg Rd,Colquitt,GA,39837,http://www.miller.k12.ga.us/,228,6-8,,,0,0,42,5,3,50,100,17.1,2,,,9.200000000000001,,
701111,701,Mitchell County,Mitchell County Elementary School,111,E,(229)336-2118,15815 Hwy 93 East,Baconton,GA,31716,http://www.mitchell.k12.ga.us/,332,2-4,,,0,0,82,11,0,7,100,8.8999996,7,,,13.1,,
701197,701,Mitchell County,Mitchell County Middle School,197,E,(229)336-0980,55 Griffin Rd,Camilla,GA,31730,http://www.mitchell.k12.ga.us/,365,5-7,,,0,0,85,8,3,4,100,11,4,,,28.5,,
701198,701,Mitchell County,Mitchell County Primary School,198,E,(229)336-8250,50 Griffin Rd,Camilla,GA,31730,http://www.mitchell.k12.ga.us/,214,K-1,,,1,1,82,8,3,6,100,7.9000001,7,,,17.9,,
701282,701,Mitchell County,Mitchell County High School,282,H,(229)336-0970,1000 Newton Rd,Camilla,GA,31730,http://www.mitchell.k12.ga.us/,449,8-12,,,0,0,83,8,2,7,100,11,2,84.90000000000001,,21.4,,
701298,701,Mitchell County,Eagle's Landing Academy,298,H,229-336-0970,1000 Newton Road,Camilla,GA,31730,http://www.mitchell.k12.ga.us/,108,5-10,,,0,0,0,0,0,100,100,100,0,,,11500,,
702105,702,Monroe County,T.G. Scott Elementary School,105,E,(478)994-3495,70 Thornton Rd,Forsyth,GA,31029,http://www.monroe.k12.ga.us/,714,K-5,,,0,0,20,4,3,72,47,16.299999,3,,,8.1,,
702111,702,Monroe County,Katherine B. Sutton Elementary School,111,E,(478)994-9906,1315 Highway 83 N,Forsyth,GA,31029,http://www.monroe.k12.ga.us/,597,K-5,,,1,0,20,4,4,71,62,18.1,1,,,11.2,,
702113,702,Monroe County,"Monroe County Middle School, Banks Stephens Campus",113,M,(478)994-6186,66 Thornton Rd,Forsyth,GA,31029,http://www.monroe.k12.ga.us/,983,6-8,,,1,0,24,4,3,67,55,16.1,2,,,6.7,,
702184,702,Monroe County,Mary Persons High School,184,H,(478)994-2812,300 Montpelier Avenue,Forsyth,GA,31029,http://www.monroe.k12.ga.us/,1219,9-12,,,1,0,24,2,2,71,49,11.9,1,92.10000000000001,,6.100000000000001,,
702205,702,Monroe County,Samuel E. Hubbard Elementary School,205,E,(478)994-7066,"6908, 558 Highway 83 S",Forsyth,GA,31029,http://www.monroe.k12.ga.us/,645,K-5,,,0,0,31,2,4,62,64,16.700001,0,,,13,,
703101,703,Montgomery County,Montgomery County Middle School,101,M,(912)583-2351,800 MLK Drive,Ailey,GA,30410,http://www.montgomery.k12.ga.us/,225,6-7,,,2,0,31,16,4,47,95,16.6,4,,,10.4,,
703107,703,Montgomery County,Montgomery County Elementary School,107,E,(912)583-2279,900 Martin Luther King Dr,Ailey,GA,30410,http://www.montgomery.k12.ga.us/,425,K-6,,,1,0,32,19,5,43,95,10.5,7,,,15.5,,
703201,703,Montgomery County,Montgomery County High School,201,H,(912)583-2296,701c Dobbins St,Mount Vernon,GA,30445,http://www.montgomery.k12.ga.us/,261,8-12,,,0,0,30,12,2,56,95,10.8,0,84.5,,13.7,,
7041050,704,Morgan County,Morgan County High School,1050,H,(706)342-2336,1231 College Dr,Madison,GA,30650,https://www.morgan.k12.ga.us/,1018,9-12,,,1,0,24,8,2,64,33,10.7,1,92,,8.800000000000001,,
704191,704,Morgan County,Morgan County Elementary School,191,E,(706)342-5039,1640 Buckhead Rd,Madison,GA,30650,https://www.morgan.k12.ga.us/,716,3-5,,,0,0,21,7,6,66,46,15.3,5,,,9,,
7043050,704,Morgan County,Morgan County Primary School,3050,E,(706)342-3475,993 East Ave,Madison,GA,30650,https://www.morgan.k12.ga.us/,719,K-2,,,0,1,23,6,4,65,56,9.8999996,4,,,8.6,,
7045050,704,Morgan County,Morgan County Middle School,5050,M,(706)342-0556,920 Pearl St,Madison,GA,30650,https://www.morgan.k12.ga.us/,812,6-8,,,1,1,27,7,4,60,45,13.7,3,,,7.2,,
705104,705,Murray County,Woodlawn Elementary School,104,E,(706)517-5213,4580 Highway 225 N,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,605,K-6,,,0,0,0,25,1,73,70,9.6000004,16,,,10,,
7051050,705,Murray County,Chatsworth Elementary School,1050,M,(706)695-2434,500 Green Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,708,K-6,,,1,0,0,34,0,64,73,9.5,27,,,14.2,,
7051052,705,Murray County,Spring Place Elementary School,1052,M,(706)695-2525,2795 Leonard Bridge Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,615,K-6,,,0,0,0,41,1,57,89,11.5,29,,,13,,
705108,705,Murray County,Pleasant Valley Innovative School,108,H,(706)517-5355,273 Harris St.,Eton,GA,30724,https://www.murray.k12.ga.us/,121,8-12,,,0,0,2,12,2,84,83,20.700001,2,81.80000000000001,,184.5,,
705112,705,Murray County,North Murray High School,112,H,(706)695-7760,2568 Mt. Carmel Church Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,1042,9-12,,,0,0,0,26,1,73,60,10.5,5,98.2,,9.5,,
705190,705,Murray County,Murray County High School,190,H,(706)695-1414,1001 Green Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,1107,9-12,,,1,1,0,27,1,70,72,11.2,9,96,,12.2,,
705195,705,Murray County,Coker Elementary School,195,E,(706)695-0888,1733 Leonard Bridge Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,723,K-6,,,1,0,1,8,0,90,89,10.2,5,,,14.6,,
705198,705,Murray County,Eton Elementary School,198,M,(706)695-3207,829 Highway 286,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,545,K-6,,,0,0,0,19,1,80,71,9.5,16,,,17.2,,
705204,705,Murray County,Bagley Middle School,204,M,(706)695-1115,4600 Highway 225 N,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,593,7-8,,,0,0,0,24,1,75,68,13.2,10,,,8.4,,
7054050,705,Murray County,Gladden Middle School,4050,M,(706)695-7448,700 Old Dalton Ellijay Rd,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,699,7-8,,,0,0,0,29,1,70,74,13.7,16,,,9.5,,
7055050,705,Murray County,Northwest Elementary School,5050,E,(706)695-2262,110 McEntire Cir,Chatsworth,GA,30705,https://www.murray.k12.ga.us/,588,K-6,,,0,0,1,18,1,80,82,11.8,13,,,15.5,,
